TDB企業コード,企業名,所在地,TDB産業大分類,決算期年,決算期月,従業員数,資産合計,流動資産,当座資産,現金・預金,売掛金,棚卸資産,その他流動資産,固定資産,有形固定資産,負債純資産合計,負債合計,流動負債,支払手形,短期借入金,長期借入金,純資産合計,株主資本,利益剰余金,営業収益,営業費用,売上原価,売上総利益,販売費及び一般管理費,役員報酬,給料手当,役員賞与,賞与,減価償却費,営業利益,営業外費用,経常利益,税引前当期純利益,当期純利益
580336002,日清食品ホールディングス　株式会社,13104_東京都新宿区,H_金融・保険業,2010,3,381,321101000,81447000,78328000,37739000,18967000,382000,2768000,239654000,13081000,321101000,92845000,88615000,29000,,,228255000,230747000,177702000,17097000,12277000,2405000,14692000,9872000,3857000,,,,412000,4819000,362000,8092000,9378000,9538000
580336002,日清食品ホールディングス　株式会社,13104_東京都新宿区,H_金融・保険業,2011,3,396,315312000,68619000,64488000,28186000,19912000,489000,3679000,246692000,15586000,315312000,90136000,86083000,24000,,,225176000,230400000,177301000,20690000,14046000,4063000,16626000,9983000,4039000,,,,439000,6642000,1551000,7559000,7810000,7387000
580336002,日清食品ホールディングス　株式会社,13104_東京都新宿区,H_金融・保険業,2012,3,423,326086000,79455000,72911000,42732000,20248000,472000,6117000,246631000,16026000,326086000,98680000,94888000,3000,,,227406000,228647000,177009000,25391000,15793000,4998000,20392000,10795000,4189000,,,,590000,9597000,1999000,9965000,8784000,7946000
580337181,株式会社　デサント,27128_大阪府大阪市中央区,G_卸・小売業，飲食店,2010,3,715,54095000,36186000,26960000,12266000,13796000,8256000,973000,17908000,8482000,54095000,16594000,15254000,,,,37500000,37663000,9302000,57167000,55024000,32947000,24220000,22077000,,6768000,,,729000,2143000,126000,2340000,2147000,1207000
580337181,株式会社　デサント,27128_大阪府大阪市中央区,G_卸・小売業，飲食店,2011,3,729,55686000,37587000,28721000,14661000,13057000,8372000,501000,18099000,8766000,55686000,17610000,14575000,,,1500000,38076000,38453000,10105000,55288000,52897000,31521000,23766000,21376000,,6710000,,,724000,2389000,189000,2488000,2205000,1331000
580337181,株式会社　デサント,27109_大阪府大阪市天王寺区,G_卸・小売業，飲食店,2012,3,734,58303000,39111000,29765000,14446000,14369000,8861000,489000,19192000,9583000,58303000,19241000,16171000,,,1500000,39062000,39262000,10916000,55462000,53081000,31461000,24001000,21620000,,6818000,,,733000,2380000,113000,2466000,2330000,1337000
580340687,日本金銭機械　株式会社,27126_大阪府大阪市平野区,F_製造業,2010,3,265,19181009,11678565,9274690,6461087,2536365,1035843,1424215,7502443,3874436,19181009,2850695,2670830,8288,,,16330314,16135922,14175277,7626106,9234427,5350806,2275300,3883621,,1005413,,,360722,-1608321,13005,-1188737,-1539835,-1813210
580340687,日本金銭機械　株式会社,27126_大阪府大阪市平野区,F_製造業,2011,3,222,19131016,12182747,9089843,4649973,4192612,2028876,1117483,6948268,3811117,19131016,3038710,2860852,70896,,,16092306,16087906,14127692,12321886,12319071,9317850,3004035,3001221,,664900,,,332437,2814,321035,-24030,446827,330149
580340687,日本金銭機械　株式会社,27126_大阪府大阪市平野区,F_製造業,2012,3,213,18666819,11999424,7709671,3577681,3903423,2276034,2067886,6667394,3811608,18666819,2907896,2715333,126998,,,15758922,15750739,13790672,10195066,9993370,7343805,2851261,2649565,203346,425707,,,176306,201696,497287,369013,217369,40708
580341156,株式会社　小僧寿し本部,13202_東京都立川市,G_卸・小売業，飲食店,2010,12,217,6527741,3537805,1381218,946012,435206,601621,1591237,2989935,1698987,6527741,3239119,2812589,,,45800,3288621,3288621,-714906,17882558,18340431,8005677,9876881,10334754,50746,5112717,,145457,222872,-457872,100156,-377508,-666437,-776807
580341156,株式会社　小僧寿し,13102_東京都中央区,G_卸・小売業，飲食店,2011,12,192,5554982,2914442,1564428,1142806,421622,512425,872906,2640540,1541477,5554982,3111140,2469592,,,8200,2443842,2443842,-1559515,16132383,16308969,7160064,8972319,9148905,39341,4458292,,95526,177232,-176585,91931,-133151,-736792,-844608
580341156,株式会社　小僧寿し,13102_東京都中央区,G_卸・小売業，飲食店,2012,12,169,6323381,2842002,1961545,1175093,686452,552843,363560,3481379,1520528,6323381,4371312,3154036,,200000,632000,1952069,1943839,-860954,15516880,16200023,7501480,8015400,8698543,,4043322,,,140828,-683143,94752,-651213,-773438,-860954
580348738,東海染工　株式会社,23105_愛知県名古屋市中村区,F_製造業,2010,3,426,15385261,6111084,4963752,1544862,2066663,626844,526785,9274176,5296314,15385261,9836649,6693528,1210649,2650000,730900,5548611,5368359,-1011855,10785479,11447415,10327481,457997,1119934,95624,522324,,,13202,-661936,204950,-734778,-944543,-1011855
580348738,東海染工　株式会社,23105_愛知県名古屋市中村区,F_製造業,2011,3,420,15397545,7203840,5523087,1799969,2128810,774450,909689,8193704,4768053,15397545,9616580,6486733,1243437,2650000,687100,5780965,5768081,403362,11003578,11110440,9998255,1005323,1112185,95742,510437,,,13365,-106862,208950,-111320,448254,403362
580348738,東海染工　株式会社,23104_愛知県名古屋市西区,F_製造業,2012,3,394,13830341,5651054,4682167,1376498,1929130,709477,267726,8179287,4709006,13830341,7910353,4765635,1260300,1100000,721500,5919988,5850681,486103,10681985,10571671,9475119,1206865,1096552,89889,521576,,,16766,110313,193516,103774,103774,152008
580349898,住友精化　株式会社,27128_大阪府大阪市中央区,F_製造業,2010,3,874,58330000,22389000,14846000,1677000,12995000,6046000,1521000,35940000,25237000,58330000,28659000,19375000,,9000000,6804000,29670000,29495000,12511000,42903000,41051000,33079000,9824000,7972000,227000,1678000,,,77000,1851000,256000,1753000,1625000,1088000
580349898,住友精化　株式会社,27128_大阪府大阪市中央区,F_製造業,2011,3,876,61083000,24955000,16381000,1121000,15251000,6730000,1874000,36128000,24691000,61083000,30529000,17115000,,5500000,11304000,30554000,30440000,13456000,47337000,43923000,34886000,12451000,9037000,224000,1796000,,,289000,3413000,451000,3025000,2465000,1635000
580349898,住友精化　株式会社,27128_大阪府大阪市中央区,F_製造業,2012,3,873,66962000,25892000,16407000,967000,15433000,7529000,1986000,41070000,23702000,66962000,35169000,20828000,,7400000,12504000,31793000,31672000,14690000,49383000,47140000,37603000,11779000,9537000,248000,1740000,,,520000,2241000,303000,3410000,2474000,1923000
580352113,株式会社　ＭＯＲＥＳＣＯ,28110_兵庫県神戸市中央区,F_製造業,2010,2,262,10998505,5178151,3286479,155037,2550026,1576265,332204,5820355,3821286,10998505,6361515,4890275,369245,1250000,425060,4636990,4638738,2417885,11224107,10877940,8005539,3218569,2872401,,866220,,148204,137400,346168,50954,418288,514282,346765
580352113,株式会社　ＭＯＲＥＳＣＯ,28110_兵庫県神戸市中央区,F_製造業,2011,2,264,11333287,5672661,3676681,465523,2701328,1733824,279603,5660625,3777083,11333287,5593977,4296085,461198,300000,435100,5739310,5719070,2807373,13799174,12993329,9646406,4152768,3346923,,958931,,208126,155117,805845,68913,873116,819249,505254
580352113,株式会社　ＭＯＲＥＳＣＯ,28110_兵庫県神戸市中央区,F_製造業,2012,2,277,12003370,6390862,3686808,195952,2937753,2059337,653247,5612508,3604756,12003370,5994103,5076757,566740,780000,275140,6009267,6000178,3088542,14692874,13925952,10428411,4264463,3497541,,1008412,,203183,161176,766922,34458,902612,828756,494109
580352202,シノブフーズ　株式会社,27113_大阪府大阪市西淀川区,F_製造業,2010,3,359,17472210,5034172,4370209,1801746,2568463,137304,531275,12438038,10244184,17472210,8094960,5956063,,850000,1774847,9377250,9351957,591463,27270089,27097014,21395560,5874529,5701454,,1490703,,,98264,173075,185691,236643,309252,134566
580352202,シノブフーズ　株式会社,27113_大阪府大阪市西淀川区,F_製造業,2011,3,375,16779459,5544685,4790513,2064663,2725850,148792,611639,11234773,10161548,16779459,7518215,5803801,,600000,1375911,9261243,9251021,692421,27733826,27344348,21778163,5955662,5566185,,1401610,,,98652,389477,156058,457132,425051,223140
580352202,シノブフーズ　株式会社,27113_大阪府大阪市西淀川区,F_製造業,2012,3,452,17235258,6154712,5519932,1844986,3674946,224475,421014,11080546,10558595,17235258,7691518,6302579,,490000,1041918,9543739,9529361,971260,38039808,37185056,30155156,7884652,7029900,,1484733,,,83700,854751,37608,900606,840668,418632
580352660,積水化成品工業　株式会社,27127_大阪府大阪市北区,F_製造業,2010,3,503,91223000,46055000,30116000,3206000,19909000,4804000,11886000,45168000,29273000,91223000,46771000,37743000,642000,7600000,6140000,44451000,41897000,8744000,79710000,76412000,63403000,16306000,13009000,,2796000,,,747000,3297000,817000,3627000,2763000,1873000
580352660,積水化成品工業　株式会社,27127_大阪府大阪市北区,F_製造業,2011,3,498,93114000,46117000,30744000,3104000,20982000,4491000,11643000,46996000,30478000,93114000,47701000,35957000,581000,7600000,8980000,45413000,42408000,9256000,79384000,75988000,63068000,16315000,12920000,,2883000,,,662000,3395000,576000,3467000,2807000,1546000
580352660,積水化成品工業　株式会社,27127_大阪府大阪市北区,F_製造業,2012,3,503,95236000,46627000,30360000,3315000,19964000,4884000,11543000,48609000,31057000,95236000,48623000,37228000,625000,7600000,8500000,46613000,42965000,9813000,79142000,77821000,64804000,14338000,13017000,,2697000,,,742000,1320000,443000,1914000,1858000,1309000
580355652,株式会社　フジシールインターナショナル,27123_大阪府大阪市淀川区,H_金融・保険業,2010,3,21,49355808,8202738,4132932,4132932,,,4071261,41153069,5764416,49355808,8238800,8067179,,2000000,,41117007,41042659,32207973,3833472,1417810,277854,3555618,1139956,108370,108582,,,20129,2415661,186011,2324910,2132985,2072498
580355652,株式会社　フジシールインターナショナル,27123_大阪府大阪市淀川区,H_金融・保険業,2011,3,21,44597433,8245774,4416052,4416052,,,3830044,36351659,180193,44597433,6998384,5604827,,1200000,1319955,37599049,37594781,28616670,4298006,1534632,166445,4131560,1368187,130318,149594,,,30504,2763373,71830,2798275,2738054,2719113
580355652,株式会社　フジシールインターナショナル,27123_大阪府大阪市淀川区,H_金融・保険業,2012,3,22,46544306,8102714,3272453,3272453,,,4831117,38441592,163176,46544306,6751487,4917267,,600000,1759955,39792819,39707303,30506733,4251869,1160808,1157,4250711,1159651,122081,148237,,,38172,3091060,63408,3111069,3101030,3000605
580356490,北恵　株式会社,27128_大阪府大阪市中央区,G_卸・小売業，飲食店,2010,11,275,17437278,14170044,13104663,4610671,6464969,879689,219275,3267233,1741869,17437278,9087754,8070353,3509077,,,8349524,8314214,3402250,36425252,36077946,32694196,3731056,3383750,,1590312,,,34654,347306,131348,423953,274612,51373
580356490,北恵　株式会社,27128_大阪府大阪市中央区,G_卸・小売業，飲食店,2011,11,272,18244555,14554176,13264184,4512289,6804323,1090352,233408,3690378,1722984,18244555,9614992,8520940,3963359,,,8629563,8514296,3646729,40084584,39514673,36009856,4074727,3504817,,1625912,,,31261,569909,151009,653606,647910,319979
580356490,北恵　株式会社,27128_大阪府大阪市中央区,G_卸・小売業，飲食店,2012,11,274,18873667,15222747,13893938,5546788,6493306,1116403,216499,3650919,1730606,18873667,9960793,8882743,4148492,,,8912873,8796388,3929361,42073944,41472909,37888875,4185069,3584034,,1660437,,,31404,601034,133174,714006,696826,356900
580358144,日本管財　株式会社,28204_兵庫県西宮市,L_サービス業,2010,3,3682,23184864,9808598,8413274,2527710,5876256,8736,1402483,13376266,2994406,23184864,9857656,8511340,2746,,,13327207,13397320,14772854,48216012,46360242,41085353,7130659,5274889,199158,1972420,,275845,295903,1855769,143243,2180510,1867761,1191730
580358144,日本管財　株式会社,28204_兵庫県西宮市,L_サービス業,2011,3,3751,23599744,10505245,9257041,3596029,5546666,8519,1271320,13094499,3240261,23599744,9482974,7686659,956,,333904,14116770,14005350,15899310,48728562,46728796,41214952,7513609,5513844,210260,1978444,,292552,324151,1999764,136306,2695592,2431764,1674610
580358144,日本管財　株式会社,28204_兵庫県西宮市,L_サービス業,2012,3,3751,24424851,11072246,9689698,3813278,5854196,10509,1375595,13352604,3797088,24424851,9321473,8161988,12658,,167904,15103378,14837285,16564747,49359275,47447220,41887615,7471660,5559605,213861,2071541,,288682,346031,1912054,86400,2582859,2544024,1583987
580360017,株式会社　関西スーパーマーケット,28207_兵庫県伊丹市,G_卸・小売業，飲食店,2010,3,1111,50454330,9814094,5428666,3037191,541690,2229493,2163246,40640236,24569604,50454330,27002845,17710251,,1750000,2800000,23451484,23389290,8070559,107598545,106448758,79676893,27921652,26771865,,10067504,,,1373800,1149787,167600,1373808,665733,284694
580360017,株式会社　関西スーパーマーケット,28207_兵庫県伊丹市,G_卸・小売業，飲食店,2011,3,1162,50629059,10805561,6452649,3104604,648045,2246389,2113836,39823498,24491653,50629059,27043629,13014046,,1450000,7137500,23585430,23621010,8302363,113226467,111786640,84713285,28513182,27073355,,10348951,,,1530784,1439826,168272,1647194,1313418,684314
580360017,株式会社　関西スーパーマーケット,28207_兵庫県伊丹市,G_卸・小売業，飲食店,2012,3,1174,54093786,15957743,11023232,8839220,684012,2538241,2396266,38136043,23925937,54093786,30093365,17595846,,1200000,5907500,24000420,24034226,8715647,115320219,113660266,86215079,29105139,27445187,,10538777,,,1481362,1659952,138275,2027602,1931422,865793
580363860,積水ハウス　株式会社,27127_大阪府大阪市北区,E_建設業,2010,1,14120,1205075000,755714000,108300000,100025000,,560959000,88244000,449360000,269730000,1205075000,582813000,466932000,54014000,,20000000,622261000,618849000,191203000,910353000,970977000,820579000,89774000,150398000,489000,41266000,,8177000,5619000,-60624000,5906000,-59604000,-67057000,-39811000
580363860,積水ハウス　株式会社,27127_大阪府大阪市北区,E_建設業,2011,1,13486,1173639000,674161000,133128000,100777000,,468166000,74917000,499477000,273415000,1173639000,535391000,315532000,73289000,,50000000,638247000,635048000,207433000,1025341000,990173000,841537000,183804000,148636000,491000,39497000,,8843000,5727000,35167000,5311000,40542000,38308000,25027000
580363860,積水ハウス　株式会社,27127_大阪府大阪市北区,E_建設業,2012,1,13108,1230785000,636439000,135550000,96952000,,430701000,71814000,594345000,266979000,1230785000,588608000,371370000,66927000,,50000000,642176000,640161000,215331000,1013559000,971040000,826551000,187008000,144489000,526000,38849000,,8582000,6322000,42518000,4689000,48629000,41479000,20068000
580364151,新コスモス電機　株式会社,27123_大阪府大阪市淀川区,F_製造業,2010,3,417,22045624,16158226,13137573,7397780,3515758,2763352,555815,5887397,3380524,22045624,4521311,3602271,208552,,,17524312,17336059,15227276,16978524,15882335,11035266,5943257,4847069,130108,1375848,,,129550,1096187,10670,1148566,1197656,764826
580364151,新コスモス電機　株式会社,27123_大阪府大阪市淀川区,F_製造業,2011,3,415,23288985,16997496,13561408,7658145,3836436,3150384,567775,6291488,3327053,23288985,5278489,4275277,264337,,,18010496,17874104,15765397,17439943,16277748,11264026,6175916,5013722,166934,1503849,,,93409,1162193,8946,1240300,1226548,785326
580364151,新コスモス電機　株式会社,27123_大阪府大阪市淀川区,F_製造業,2012,3,414,24181895,17975290,14574915,8206437,3986146,3142382,551333,6206604,3270651,24181895,5661573,4551915,300280,,,18520321,18423914,16315208,18474766,17115234,11894637,6580128,5220597,179810,1587927,,,67788,1359531,11265,1422029,1384916,821734
