TDB企業コード,企業名,所在地,TDB産業大分類,決算期年,決算期月,従業員数,資産合計,流動資産,当座資産,現金・預金,売掛金,棚卸資産,その他流動資産,固定資産,有形固定資産,負債純資産合計,負債合計,流動負債,支払手形,短期借入金,長期借入金,純資産合計,株主資本,利益剰余金,営業収益,営業費用,売上原価,売上総利益,販売費及び一般管理費,役員報酬,給料手当,役員賞与,賞与,減価償却費,営業利益,営業外費用,経常利益,税引前当期純利益,当期純利益
100034182,東北特殊鋼　株式会社,04320_宮城県柴田郡,F_製造業,2012,3,240,14734861,8578129,5915279,2697671,2715833,2149686,514140,6156732,3282529,14734861,2715994,2549423,40291,,,12018867,11833571,10462831,16212980,15022675,13793925,2419055,1228750,62649,274722,,,29990,1190304,49601,1213247,1290380,835194
100034610,東洋刃物　株式会社,04102_宮城県仙台市宮城野区,F_製造業,2010,3,271,6873000,4811000,2951000,1220000,1593000,1665000,224000,2061000,1351000,6873000,6250000,3633000,348000,1407000,1968000,623000,595000,-95000,4753000,5275000,4137000,616000,1138000,55000,361000,,10000,26000,-522000,159000,-430000,-296000,-536000
100034610,東洋刃物　株式会社,04420_宮城県黒川郡,F_製造業,2011,3,268,5653000,4170000,3072000,1476000,1323000,1051000,48000,1482000,1013000,5653000,6393000,4085000,592000,1367000,1781000,-740000,-755000,-1446000,5653000,5646000,4556000,1096000,1090000,54000,342000,,,24000,6000,180000,-86000,-951000,-1351000
100034610,東洋刃物　株式会社,04420_宮城県黒川郡,F_製造業,2012,3,225,5686000,3374000,2295000,959000,1229000,1019000,66000,2311000,1895000,5686000,5658000,2128000,381000,677000,3146000,28000,7000,-683000,4695000,4593000,3617000,1078000,976000,47000,298000,,,22000,102000,147000,46000,765000,763000
100034763,株式会社　ユアテック,04102_宮城県仙台市宮城野区,E_建設業,2010,3,3951,139974000,79284000,65323000,16262000,,4700000,9670000,60690000,38112000,139974000,59088000,34699000,2263000,,,80886000,83490000,68558000,154459000,152692000,137416000,17043000,15276000,205000,7473000,,,1095000,1766000,150000,2496000,1594000,567000
100034763,株式会社　ユアテック,04102_宮城県仙台市宮城野区,E_建設業,2011,3,3975,141728000,83163000,72682000,16234000,,6403000,4507000,58565000,36287000,141728000,62392000,38554000,3024000,,,79335000,82291000,67364000,153259000,151483000,136617000,16642000,14866000,212000,7273000,,,1063000,1775000,308000,2366000,-432000,-683000
100034763,株式会社　ユアテック,04102_宮城県仙台市宮城野区,E_建設業,2012,3,3921,148211000,100031000,92217000,18888000,,3628000,4420000,48180000,35575000,148211000,78271000,54893000,4251000,,,69940000,72635000,57713000,189252000,184111000,169709000,19542000,14402000,204000,6960000,,,857000,5140000,165000,5983000,4631000,-8845000
100034834,東北電力　株式会社,04101_宮城県仙台市青葉区,K_電気ガス水道業,2010,3,11831,3589252000,204292000,132247000,41971000,86927000,38422000,34077000,3384960000,2924231000,3589252000,2828011000,685361000,,54440000,489911000,761240000,760815000,491110000,1507573000,1434071000,1183453000,324120000,250616000,742000,47709000,,,16321000,73501000,52278000,27711000,34053000,20135000
100034834,東北電力　株式会社,04101_宮城県仙台市青葉区,K_電気ガス水道業,2011,3,11980,3700844000,270180000,178493000,93432000,80059000,50170000,41883000,3430663000,2929215000,3700844000,3003778000,774998000,,54440000,519047000,697066000,697731000,428060000,1551547000,1454608000,1235180000,316367000,219428000,791000,49369000,,,15707000,96920000,40518000,62856000,-46593000,-33136000
100034834,東北電力　株式会社,04101_宮城県仙台市青葉区,K_電気ガス水道業,2012,3,12342,3875038000,396733000,242753000,68610000,90498000,55228000,99165000,3478304000,2953783000,3875038000,3398129000,804701000,,100000000,921884000,476908000,477561000,207845000,1472284000,1632402000,1425662000,46622000,206733000,703000,47607000,,,15130000,-160118000,42542000,-184280000,-286134000,-210244000
100091895,株式会社　カルラ,04420_宮城県黒川郡,G_卸・小売業，飲食店,2010,2,285,6333030,975633,633437,625884,7553,149347,192905,5357396,3762525,6333030,3873209,2047168,,531170,1631231,2459821,2459821,278088,8046305,7855482,2562911,5483394,5292571,33947,2256441,,,324689,190822,102797,162575,120156,71063
100091895,株式会社　カルラ,04420_宮城県黒川郡,G_卸・小売業，飲食店,2011,2,272,5990851,881937,600621,587434,13187,120567,160786,5108914,3559685,5990851,3351768,1543411,,,1607198,2639082,2639082,456084,7342864,7011603,2252685,5090179,4758918,35738,2043459,,,255691,331260,124637,279277,246855,207976
100091895,株式会社　カルラ,04420_宮城県黒川郡,G_卸・小売業，飲食店,2012,2,305,6158438,998537,701208,690312,10896,115067,182258,5159900,3716516,6158438,3324118,1611184,,,1431195,2834320,2834320,651375,7267088,6640128,2151859,5115228,4488269,42638,1924843,,,240223,626959,120751,595946,523633,255366
100163377,株式会社　倉元製作所,04213_宮城県栗原市,F_製造業,2010,12,433,9869764,2982870,2080387,534067,1075147,305544,597123,6886894,6375307,9869764,8254471,6271856,229358,5115571,1377813,1615293,1586081,-9574426,8252621,7654940,6821516,1431105,833424,22911,165560,,,23492,597680,348656,300505,-439668,97640
100163377,株式会社　倉元製作所,04213_宮城県栗原市,F_製造業,2011,12,411,10150577,3031367,2169826,845978,1082351,532368,329324,7119210,6491500,10150577,8706970,6495421,426097,4965526,1629996,1443607,1423621,-9736886,6552443,6098248,5372919,1179524,725329,30407,131207,,,22352,454195,207211,290664,-198766,-162460
100163377,株式会社　倉元製作所,04213_宮城県栗原市,F_製造業,2012,12,400,9480320,2588087,2017137,758449,975284,269367,301579,6892233,6258683,9480320,7827337,5680741,237226,4655422,1464276,1652982,1619767,-9540740,6046382,5822204,5038610,1007772,783594,50855,170873,,,26510,224177,215884,98488,177679,196145
100179081,株式会社　やまや,04102_宮城県仙台市宮城野区,G_卸・小売業，飲食店,2010,3,593,27895526,10503298,3138925,2264973,873952,5189595,2174774,17392228,10886608,27895526,12136274,9245178,,3500000,1808088,15759251,15739209,6354576,76388714,74662778,64287527,12101186,10375251,114430,1889713,,251940,671302,1725935,675421,1623834,1326833,572168
100179081,株式会社　やまや,04102_宮城県仙台市宮城野区,G_卸・小売業，飲食店,2011,3,585,28095000,10944000,4114000,3261000,853000,4219000,2607000,17150000,10872000,28095000,11483000,9080000,,3300000,1212000,16611000,16595000,7210000,78878000,76648000,65585000,13293000,11063000,115000,1922000,,281000,690000,2229000,303000,2364000,1913000,1063000
100179081,株式会社　やまや,04102_宮城県仙台市宮城野区,G_卸・小売業，飲食店,2012,3,632,28637000,11986000,3405000,2201000,1204000,5924000,2653000,16650000,10715000,28637000,10926000,9153000,,1500000,616000,17710000,17693000,8312000,80725000,78258000,66698000,14027000,11560000,117000,2034000,,237000,721000,2467000,265000,2635000,2422000,1269000
100190196,サイバーコム　株式会社,14102_神奈川県横浜市神奈川区,L_サービス業,2010,3,973,4088951,3319298,2900931,1478623,1404238,202423,216106,769653,259839,4088951,1337971,521246,,,,2750979,2750979,2043854,6392937,6103150,5162222,1230714,940928,84030,347125,,20486,22825,289786,,419401,418050,245485
100190196,サイバーコム　株式会社,14102_神奈川県横浜市神奈川区,L_サービス業,2011,3,924,4721759,3903771,3555683,2035902,1507928,88645,259440,817988,253672,4721759,1858936,962197,,,,2862823,2862823,2155698,6306401,6107884,5119981,1186420,987903,75210,380494,,14070,22604,198516,,339851,338237,196070
100190196,サイバーコム　株式会社,14102_神奈川県横浜市神奈川区,L_サービス業,2012,3,864,4866594,4062760,2698459,1313354,1369547,102246,1262052,803834,253261,4866594,1961896,978515,,,,2904697,2904697,2197572,6483862,6253489,5253903,1229959,999586,64819,364216,,40783,20239,230372,,268288,264455,90004
100220992,株式会社　トスネット,04102_宮城県仙台市宮城野区,L_サービス業,2010,9,457,3787418,1420541,503526,501664,207,15060,909952,2366877,1064768,3787418,2000778,1151351,,300000,677446,1786640,1805316,772975,6526645,6469247,4879590,1647055,1589657,114070,686296,,21780,26546,57398,36392,88536,73325,-3218
100220992,株式会社　トスネット,04102_宮城県仙台市宮城野区,L_サービス業,2011,9,495,4416126,1416581,539857,539396,,15030,869190,2999545,1056254,4416126,2576051,1589924,,460000,811111,1840075,1852303,819962,6737139,6573883,5018738,1718401,1555145,92688,678439,,20823,27303,163255,32271,214429,205866,78714
100220992,株式会社　トスネット,04102_宮城県仙台市宮城野区,L_サービス業,2012,9,519,4680729,1624767,1529847,697065,,16406,82511,3055962,1038261,4680729,2729921,1619474,,610000,924708,1950807,1931956,899627,6640439,6446582,4892545,1747894,1554037,102878,674003,,18612,26516,193857,34330,295139,272565,111392
100416981,株式会社　山大,04202_宮城県石巻市,G_卸・小売業，飲食店,2010,3,77,5492120,1998414,1453967,429285,633747,517788,49628,3493705,3197204,5492120,2911670,2236717,415084,1084000,420000,2580449,2701375,678038,4287570,4223827,3719270,568300,504557,46752,146443,,4816,14846,63742,41542,88375,104978,58395
100416981,株式会社　山大,04202_宮城県石巻市,G_卸・小売業，飲食店,2011,3,74,4627218,1676123,1367396,415284,609503,209583,112721,2951094,2673221,4627218,3528783,3044124,310634,1390000,232000,1098435,1151307,-870968,4159976,4094669,3610518,549458,484151,46745,143336,,5517,12794,65306,33607,95264,-1433965,-1446611
100416981,株式会社　山大,04202_宮城県石巻市,G_卸・小売業，飲食店,2012,3,70,5190392,2058503,1452555,183602,855897,545227,74931,3131889,2863732,5190392,3410126,2462545,473016,820000,667782,1780266,1808881,657839,4298105,4022878,3531071,767033,491807,58899,155799,,,16317,275226,27609,297338,623767,657839
100548471,株式会社　フジ・コーポレーション,04420_宮城県黒川郡,G_卸・小売業，飲食店,2010,10,304,7895390,3809733,1105590,482023,623567,2143373,560837,4085656,3049042,7895390,4217243,2385231,,200000,1405000,3678146,3699492,2632253,13651279,12821787,9677436,3973843,3144351,156900,906218,,,140534,829491,38828,870986,861301,485410
100548471,株式会社　フジ・コーポレーション,04420_宮城県黒川郡,G_卸・小売業，飲食店,2011,10,327,8764780,4397338,1240446,418628,821818,2540898,616136,4367441,3220635,8764780,4540622,3386889,,700000,605000,4224157,4228454,3161215,16456005,15141496,11387131,5068874,3754365,179700,1016001,,,190244,1314508,39421,1353648,1097249,623004
100548471,株式会社　フジ・コーポレーション,04420_宮城県黒川郡,G_卸・小売業，飲食店,2012,10,374,11775299,5222655,1545345,563394,981951,2908462,769020,6552644,5387814,11775299,6751065,4242183,,600000,1955000,5024234,5019504,3952361,19547320,17974762,13610125,5937195,4364637,189300,1129762,,,276344,1572557,23800,1643698,1629761,908697
100824921,フィデアホールディングス　株式会社,04101_宮城県仙台市青葉区,H_金融・保険業,2010,3,19,62448000,778000,604000,604000,,,172000,61669000,86000,62448000,203000,203000,,127000,,62244000,62244000,756000,1207000,374000,,1207000,374000,,262000,,,,833000,55000,778000,778000,756000
100824921,フィデアホールディングス　株式会社,04101_宮城県仙台市青葉区,H_金融・保険業,2011,3,30,63285000,547000,77000,77000,,,467000,62738000,116000,63285000,10731000,111000,,,10620000,52554000,52554000,1035000,2113000,1069000,,2113000,1069000,,709000,,,,1043000,58000,1024000,1024000,996000
100824921,フィデアホールディングス　株式会社,04101_宮城県仙台市青葉区,H_金融・保険業,2012,3,34,65565000,621000,411000,411000,,,208000,64944000,91000,65565000,13007000,187000,,,12820000,52558000,52558000,1039000,2338000,1307000,,2338000,1307000,,848000,,,,1030000,233000,895000,895000,879000
110003500,株式会社　サンデー,02203_青森県八戸市,G_卸・小売業，飲食店,2010,2,515,25392150,9163071,1091387,700476,192738,7674841,396949,16229079,12783558,25392150,18354890,14432364,4582437,5470000,3071944,7037259,7043171,552226,37334285,37455950,27364150,9970134,10091800,85392,3604175,,97110,513143,-121666,190905,-185655,40347,-219527
110003500,株式会社　サンデー,02203_青森県八戸市,G_卸・小売業，飲食店,2011,2,486,24778140,9192954,2481512,2272285,191273,6391801,319746,15585186,12435209,24778140,17643818,10058251,5245846,,6835036,7134322,7137871,646938,35868381,35570057,25978208,9890172,9591849,80620,3359984,,189687,499534,298323,276936,139035,134365,94711
110003500,株式会社　サンデー,02203_青森県八戸市,G_卸・小売業，飲食店,2012,2,468,24124554,9592065,1195596,977415,186212,6133816,2262648,14532488,11607782,24124554,16014330,14602156,4563762,,442100,8110224,8116629,1625653,39914611,38129480,28300308,11614302,9829172,71395,3265284,,326935,458156,1785130,171743,1742006,554551,978745
120030672,東北化学薬品　株式会社,02202_青森県弘前市,G_卸・小売業，飲食店,2010,9,220,8597821,5344866,4745159,517219,3738571,563312,78749,3252954,2003196,8597821,4482352,4298230,418036,,,4115469,4074108,2376615,18770064,18526002,16853626,1916437,1672376,68528,858373,,,56325,244061,1174,270527,201788,69091
120030672,東北化学薬品　株式会社,02202_青森県弘前市,G_卸・小売業，飲食店,2011,9,217,9032594,5476282,4880864,690450,3743873,493710,145923,3556312,2009423,9032594,4945845,4405011,435773,,,4086749,4049076,2354133,18335892,18201776,16481871,1854020,1719905,70148,847433,,,60880,134115,675,159515,126108,25442
120030672,東北化学薬品　株式会社,02202_青森県弘前市,G_卸・小売業，飲食店,2012,9,216,9946102,6388578,5707504,1134382,4072901,506693,178815,3557524,2018200,9946102,5774052,5277318,412561,,,4172050,4124370,2429507,19222568,19023271,17331852,1890716,1691419,71955,866567,,,68661,199296,1275,272512,226853,113666
130003015,東日本ハウス　株式会社,13101_東京都千代田区,E_建設業,2010,10,1214,39373000,10406000,3644000,2949000,,3279000,3479000,28954000,25022000,39373000,30523000,11528000,,684000,15632000,8849000,8873000,4997000,43311000,39543000,29189000,14121000,10354000,195000,3780000,,,499000,3766000,790000,3156000,3016000,3004000
130003015,東日本ハウス　株式会社,13101_東京都千代田区,E_建設業,2011,10,1266,40544000,11965000,4603000,3569000,,3275000,4086000,28569000,24499000,40544000,31477000,13035000,,749000,14470000,9067000,9087000,5212000,42243000,38468000,27765000,14478000,10703000,177000,3863000,,,493000,3775000,731000,3191000,2731000,2817000
130003015,東日本ハウス　株式会社,13101_東京都千代田区,E_建設業,2012,10,1308,43098000,14726000,5854000,5085000,,5020000,3850000,28364000,24322000,43098000,33449000,16012000,,1999000,13459000,9649000,9658000,5782000,46985000,42349000,31242000,15743000,11107000,214000,4338000,,,547000,4636000,684000,4240000,4118000,4324000
130114687,株式会社　薬王堂,03320_岩手県紫波郡,G_卸・小売業，飲食店,2010,2,163,17077533,7530018,1123239,1026013,97226,5838873,568052,9547514,5902294,17077533,11221271,7966574,,650000,2848780,5856262,5856596,4295255,39229020,38547998,29842692,9386327,8705306,130044,2574521,,288018,115533,681021,1805567,750780,667548,369407
130114687,株式会社　薬王堂,03320_岩手県紫波郡,G_卸・小売業，飲食店,2011,2,150,17773480,7949369,743518,631053,112465,6553326,652672,9824110,5996069,17773480,11456586,8641664,,1000000,2384134,6316893,6317213,4755872,42159396,41224700,32001589,10157807,9223111,135894,2743427,,316139,158091,934695,1878617,1089317,1021419,554778
130114687,株式会社　薬王堂,03320_岩手県紫波郡,G_卸・小売業，飲食店,2012,2,136,18810760,9125797,2048055,1921905,126150,6337528,740360,9684962,5874473,18810760,12011875,9100508,,,2207534,6798884,6799124,5237783,45570759,43360312,34464411,11106348,8895901,137835,2611824,,300866,135872,2210446,1988701,2400149,1219372,576073
150214732,インスペック　株式会社,05215_秋田県仙北市,F_製造業,2010,4,32,967589,507291,408874,134256,261138,89694,9620,460298,416399,967589,706123,371133,72097,180000,305860,261466,261466,-1618482,554998,779413,471807,83190,307606,13807,59118,,,7586,-224415,11785,-205481,-249010,-251810
150214732,インスペック　株式会社,05215_秋田県仙北市,F_製造業,2011,4,34,1031737,580216,496373,253547,182276,75647,8193,451521,412310,1031737,730048,296007,78236,92000,404100,301689,301689,-1578259,742503,731742,416087,326415,315655,11424,76770,,,7824,10760,12610,49014,43680,40222
150214732,インスペック　株式会社,05215_秋田県仙北市,F_製造業,2012,4,38,1032213,607240,433913,179036,152280,157242,16082,424972,390363,1032213,870551,306544,60174,50000,537687,161661,161661,-1718287,547130,712968,338469,208661,374499,20548,94050,,,36351,-165838,13687,-140272,-140192,-140027
160011036,株式会社　かわでん,06213_山形県南陽市,F_製造業,2010,3,574,12256795,8479071,6863781,3484471,2235734,1146834,469572,3777724,2854474,12256795,4326538,3340779,,400000,342740,7930257,7916715,6183222,13919879,13211935,10289825,3630054,2922110,133768,1285487,,,80123,707943,118529,635713,607290,284133
160011036,株式会社　かわでん,06213_山形県南陽市,F_製造業,2011,3,583,12107093,8611053,6854739,3243902,2498916,1307678,449858,3496040,2604319,12107093,4286341,3358469,,400000,259536,7820752,7800809,6067316,12756743,12404804,9895223,2861520,2509581,67368,1035195,,,67196,351938,153365,270789,247755,43984
160011036,株式会社　かわでん,06213_山形県南陽市,F_製造業,2012,3,566,12093981,8824023,7094472,2838724,2609384,1447399,283561,3269958,2399108,12093981,4399298,3473738,,350000,283508,7694683,7677351,5943858,14202586,13773916,11201457,3001129,2572459,79459,1000810,,,41489,428670,188627,274228,272996,36432
160012329,日東ベスト　株式会社,06206_山形県寒河江市,F_製造業,2010,3,988,29062449,15110002,10139043,1632533,7076435,3961871,1185946,13952446,11086411,29062449,19187427,13555967,2647353,2500000,2405300,9875021,9707153,6527986,46581630,46185902,37864006,8717624,8321896,201228,1714950,,,104526,395728,121366,365449,320763,150276
160012329,日東ベスト　株式会社,06206_山形県寒河江市,F_製造業,2011,3,985,29601711,15152945,9939104,1471935,7275297,4113708,1293399,14448765,11678319,29601711,19871497,14086280,2602198,3500000,2729700,9730213,9615283,6436325,46106616,45984189,37853382,8253234,8130807,172525,1666911,,,119131,122426,107456,126719,145070,53528
160012329,日東ベスト　株式会社,06206_山形県寒河江市,F_製造業,2012,3,990,30819369,16889245,11562199,2177591,8002557,4352594,1185085,13930124,11257217,30819369,21157409,15711431,3188311,3400000,2751000,9661960,9537687,6358875,47367577,47063130,38717228,8650349,8345902,188235,1740316,,,102737,304446,103344,314334,272174,67736
160013344,エヌ・デーソフトウェア　株式会社,06213_山形県南陽市,L_サービス業,2010,3,259,4783093,2839919,2629013,1594321,933720,60890,183604,1943173,593135,4783093,2160677,1793169,,,,2622415,2587462,1194125,4111315,3595740,1694586,2416729,1901154,64610,537137,,104760,43855,515574,10003,517304,504953,227818
160013344,エヌ・デーソフトウェア　株式会社,06213_山形県南陽市,L_サービス業,2011,3,271,5715892,3673140,3492269,2136669,1317043,35107,159055,2042751,570025,5715892,2724899,2008938,,,,2990992,2965891,1571964,4417206,3627123,1943502,2473704,1683621,64760,532757,,79137,46159,790082,10506,823086,831662,478267
160013344,エヌ・デーソフトウェア　株式会社,06213_山形県南陽市,L_サービス業,2012,3,286,9661696,6481088,6160492,4077451,2032790,104399,246256,3180608,593742,9661696,5570599,3335907,,,,4091096,4022974,2626673,6134398,3970478,2048359,4086039,1922119,64760,609279,,124203,43551,2163920,38471,2187239,2186797,1188660
160030621,マックスバリュ東北　株式会社,05201_秋田県秋田市,G_卸・小売業，飲食店,2010,2,613,28417483,5451062,1996799,974922,1021877,2355073,1101466,22966421,20096268,28417483,26078044,18741742,,4590000,4496550,2339439,2358997,-781659,89953001,89668744,67109219,22843783,22559525,,8614613,,,1496964,284257,171915,265736,554607,263961
160030621,マックスバリュ東北　株式会社,05201_秋田県秋田市,G_卸・小売業，飲食店,2011,2,615,27441182,6132882,1358009,1211215,146794,2284459,2492753,21308299,18722435,27441182,25472596,18282642,,4190000,4505750,1968586,1985129,-1155407,90894397,90357279,68361373,22533023,21995906,,8522578,,,1455100,537117,175236,469653,-175490,-373747
160030621,マックスバリュ東北　株式会社,05201_秋田県秋田市,G_卸・小売業，飲食店,2012,2,610,24337415,5779147,839080,713851,125229,2284442,2657655,18558267,16263816,24337415,21008941,14871805,,2230000,2550850,3328473,3320995,-4319493,91967784,91292249,69840733,22127052,21451516,,8632782,,,1320756,675535,160534,580756,-2897198,-3164086
160042533,ミクロン精密　株式会社,06201_山形県山形市,F_製造業,2010,11,199,6886727,2686860,1348564,177194,527755,1223307,115225,4199867,1572881,6886727,1592075,1530994,,1100000,,5294651,5235121,4607588,1892960,2038308,1496247,396713,542061,56580,154949,,,76501,-145348,100206,-80442,-77095,-84217
160042533,ミクロン精密　株式会社,06201_山形県山形市,F_製造業,2011,11,200,7378446,3129215,1630380,367968,839345,1395058,104143,4249231,1397043,7378446,1773458,1712822,,1100000,,5604988,5585562,5030331,3383126,2901954,2268121,1115005,633833,40956,205679,,,87440,481172,177516,411653,409459,445533
160042533,ミクロン精密　株式会社,06201_山形県山形市,F_製造業,2012,11,203,8896994,3344913,2027199,260932,1385148,1195573,122766,5552080,1594003,8896994,2419696,2345133,,1334700,,6477298,6227502,5741028,5219694,4100765,3406586,1813108,694179,49122,260667,,,50576,1118929,5178,1384149,1368460,811139
160049418,株式会社　ヤマザワ,06201_山形県山形市,G_卸・小売業，飲食店,2010,3,826,35756287,6867075,3274543,3271590,2953,2340575,1251953,28889212,24856535,35756287,11167540,9232015,,720000,,24588746,24628936,20125161,78981055,76896924,56753610,22227445,20143314,118830,7188327,,681119,1325882,2084130,49916,2118848,1929811,1094545
160049418,株式会社　ヤマザワ,06201_山形県山形市,G_卸・小売業，飲食店,2011,3,817,37978583,8850548,5793239,5791075,2164,1586213,1471092,29128034,24752944,37978583,13044613,10201630,,440000,,24933969,24958146,20453545,80291947,77908829,57799238,22492709,20109591,116526,7115726,,638247,1473342,2383118,42644,2432183,1285558,622202
160049418,株式会社　ヤマザワ,06201_山形県山形市,G_卸・小売業，飲食店,2012,3,844,42238233,11138283,6950409,6945901,4508,2659053,1528818,31099949,26672668,42238233,16228203,13066060,,500000,,26010029,26036013,21531696,89824533,87033234,65135159,24689375,21898075,117669,7718224,,763438,1546444,2791299,40282,2845518,2781688,1426387
160091313,株式会社　シベール,06201_山形県山形市,G_卸・小売業，飲食店,2010,8,239,4852889,761266,627208,522647,104561,83257,52269,4091622,3629611,4852889,2058013,860682,,,1191736,2794875,2839915,1797419,4028497,3840585,2074021,1954475,1766564,555013,,,32057,179975,187911,31587,175853,172296,80340
160091313,株式会社　シベール,06201_山形県山形市,G_卸・小売業，飲食店,2011,8,238,4421464,582737,429120,336093,93027,85009,69916,3838726,3394796,4421464,1605041,787039,,50055,785568,2816423,2868444,1825948,3657012,3451386,1841405,1815607,1609981,524859,,,28666,142506,205625,23920,196409,140797,82733
160091313,株式会社　シベール,06201_山形県山形市,G_卸・小売業，飲食店,2012,8,241,4120944,436355,294554,223937,70617,91341,51782,3684588,3306763,4120944,1334198,769288,,,528200,2786746,2795509,1753013,3649922,3558241,1921775,1728146,1636466,540155,,,31399,136553,91680,25888,82599,33575,-18730
160119862,テクノクオーツ　株式会社,13104_東京都新宿区,F_製造業,2010,3,158,7666211,3410121,2429018,957189,1418561,813834,171935,4256090,2612543,7666211,2678585,1520976,223366,480000,185400,4987626,4981062,3168726,3858597,3779222,3046685,811912,732537,57391,183627,,,14692,79374,52821,79725,60089,53916
160119862,テクノクオーツ　株式会社,13104_東京都新宿区,F_製造業,2011,3,166,7900553,3747794,2705818,1047717,1518813,810855,236287,4152759,2600165,7900553,2761540,1551648,168026,484000,439244,5139013,5136414,3324411,4724887,4511975,3702315,1022572,809660,50132,205198,,,11230,212911,56369,176106,161888,155685
160119862,テクノクオーツ　株式会社,13104_東京都新宿区,F_製造業,2012,3,164,7990563,3693334,2792349,1304897,1322769,674221,228420,4297228,2589614,7990563,2578746,1436570,127750,484000,587172,5411816,5418661,3606659,4668841,4345294,3562385,1106456,782909,61050,217872,,,10855,323547,38089,312600,300043,320948
180095472,アウンコンサルティング　株式会社,13105_東京都文京区,L_サービス業,2010,5,67,1386757,1170900,1043922,735182,308740,825,181068,215857,33261,1386757,331398,325398,,,,1055359,1056238,246086,2363892,2427455,1891568,472324,535887,73860,196550,,,40736,-63563,6011,-63024,-254711,-295904
180095472,アウンコンサルティング　株式会社,13105_東京都文京区,L_サービス業,2011,5,57,1095023,588249,545183,356545,188638,,43482,506773,25339,1095023,187934,183260,,,,907088,908973,98821,1998620,2100976,1655269,343350,445707,63640,151761,,,15254,-102357,5000,-103883,-105331,-125536
180095472,アウンコンサルティング　株式会社,13105_東京都文京区,L_サービス業,2012,5,39,991202,512048,470700,302514,168186,,41783,479153,19664,991202,163538,160234,,,,827663,829485,19333,1391023,1462522,1124486,266537,338036,57490,97032,,,12896,-71499,4504,-71665,-71665,-72245
190015116,株式会社　アサカ理研,07203_福島県郡山市,F_製造業,2010,9,137,5018865,3027211,1878153,1366334,481959,1016996,132058,1991654,1781803,5018865,3108935,2342806,,1251852,185681,1909929,1873941,1076656,11778906,11369391,10201111,1577795,1168280,70669,318716,,117477,24142,409514,56445,380107,334818,175233
190015116,株式会社　アサカ理研,07203_福島県郡山市,F_製造業,2011,9,139,4930774,2975643,1664516,1195302,451055,1088037,223085,1955130,1772240,4930774,2880117,2055892,,1252212,93314,2050656,2032766,1235575,13076596,12620374,11433261,1643334,1187113,91876,338478,,100762,21943,456220,37203,544220,386669,196235
190015116,株式会社　アサカ理研,07203_福島県郡山市,F_製造業,2012,9,142,4483130,2528291,1335596,992948,312301,941200,251490,1954838,1767257,4483130,2386444,1349605,,792464,204950,2096685,2066733,1269568,13083795,12836765,11505529,1578265,1331236,103800,381625,,96104,26516,247028,152693,118766,124336,71308
190109698,株式会社　幸楽苑,07203_福島県郡山市,G_卸・小売業，飲食店,2010,3,1088,21237847,4526040,3534642,3354478,180164,236999,754397,16711807,10566148,21237847,11969642,7051310,,,3385972,9268205,9227999,3927946,35531705,33219100,9903208,25628497,23315892,163150,11363983,,,641175,2312605,225227,2381165,2005943,1005270
190109698,株式会社　幸楽苑,07203_福島県郡山市,G_卸・小売業，飲食店,2011,3,1143,19496451,2461126,1548597,1422698,125899,263242,649284,17035324,10934690,19496451,10027513,6103800,,300000,1856640,9468938,9445013,4145091,33881949,32009726,9261692,24620256,22748034,162000,11005602,,,678314,1872221,229570,1972153,1350924,623498
190109698,株式会社　幸楽苑,07203_福島県郡山市,G_卸・小売業，飲食店,2012,3,1201,21959681,4021314,2826360,2652400,173960,257865,937086,17938367,12429799,21959681,12077506,6663732,,,2905530,9882175,9854229,4554507,35110187,33188105,9435993,25674193,23752112,158160,11192669,,,827431,1922080,277329,2003117,1860709,734496
190203484,ゼビオ　株式会社,07203_福島県郡山市,G_卸・小売業，飲食店,2010,3,866,121061000,57141000,20329000,13673000,2656000,29110000,7707000,63919000,22127000,121061000,36717000,33556000,2956000,,,84343000,84283000,57413000,117262000,108576000,73061000,44200000,35515000,,11006000,,,3240000,8685000,742000,9318000,7994000,4026000
190203484,ゼビオ　株式会社,07203_福島県郡山市,G_卸・小売業，飲食店,2011,3,875,126513000,63239000,26193000,18316000,2327000,28529000,8515000,63274000,22288000,126513000,39634000,34756000,3427000,,,86879000,86698000,59828000,123390000,113004000,75977000,47412000,37027000,,11138000,,,3323000,10385000,738000,11084000,6914000,3765000
190203484,ゼビオ　株式会社,07203_福島県郡山市,G_卸・小売業，飲食店,2012,3,924,136545000,72310000,31030000,20439000,3291000,30328000,10949000,64235000,23297000,136545000,43604000,39262000,4122000,,,92941000,92672000,65802000,133015000,120441000,80489000,52526000,39952000,,11890000,,,3540000,12573000,627000,13282000,13120000,7324000
190211001,アルパイン　株式会社,13109_東京都品川区,F_製造業,2010,3,1252,115874000,55679000,46022000,19092000,26929000,3654000,6001000,60195000,9138000,115874000,36635000,22429000,,,10000000,79239000,75445000,24648000,122921000,125894000,115516000,7405000,10378000,,1859000,,,148000,-2973000,932000,-2775000,-3647000,-3318000
190211001,アルパイン　株式会社,13109_東京都品川区,F_製造業,2011,3,1177,115368000,57883000,46239000,21525000,24714000,5339000,6320000,57485000,8394000,115368000,34275000,24978000,,,5400000,81092000,77596000,26797000,141846000,138425000,126588000,15257000,11837000,,2242000,,,204000,3420000,1566000,3861000,2615000,2930000
